No,Date,Year,Quarter,Month,Month Name, li_investasi , li_bukan_investasi , li_aset , li_utang , li_cadangan_teknis , li_liabilitas , li_ekuitas , li_premi , li_klaim , gi_investasi , gi_bukan_investasi , gi_aset , gi_utang , gi_cadangan_teknis , gi_liabilitas , gi_ekuitas , gi_premi , gi_klaim , r_investasi , r_bukan_investasi , r_aset , r_utang , r_cadangan_teknis , r_liabilitas , r_ekuitas , r_premi , r_klaim , si_investasi , si_bukan_investasi , si_aset , si_liabilitas , si_ekuitas , si_premi , si_klaim , csa_investasi , csa_bukan_investasi , csa_aset , csa_liabilitas , csa_ekuitas , csa_premi , csa_klaim , total_aset , total_liabilitas , total_ekuitas , total_premi , total_klaim 
59,Nov-20,2020,4,11,November," 468,838,777.89 "," 67,819,284.18 "," 536,658,062.07 "," 61,987,167.36 "," 423,715,895.02 "," 485,703,062.38 "," 50,953,614.60 "," 156,393,318.86 "," 134,478,702.06 "," 80,607,761.28 "," 83,681,444.15 "," 164,289,205.43 "," 26,064,293.94 "," 71,788,928.29 "," 97,853,222.23 "," 65,723,476.37 "," 64,405,051.74 "," 31,122,440.73 "," 14,695,488.27 "," 12,065,594.52 "," 26,761,082.78 "," 2,845,483.64 "," 14,313,730.63 "," 17,159,214.26 "," 9,225,435.72 "," 21,658,098.65 "," 11,890,093.60 "," 481,430,559.17 "," 37,847,366.17 "," 519,277,925.34 "," 40,752,851.38 "," 478,525,073.95 "," 194,483,657.63 "," 121,606,663.99 "," 129,104,493.31 "," 4,890,900.67 "," 133,995,393.97 "," 123,101,267.21 "," 10,894,126.76 "," 10,466,959.80 "," 14,714,436.01 "," 1,380,981,669.60 "," 764,569,617.47 "," 615,321,727.40 "," 447,407,086.69 "," 313,812,336.39 "
60,Dec-20,2020,4,12,December," 481,658,813.18 "," 62,545,541.82 "," 544,204,354.99 "," 64,884,868.34 "," 434,758,247.47 "," 499,643,115.81 "," 44,559,854.07 "," 171,932,037.73 "," 150,006,466.76 "," 81,270,810.50 "," 85,504,864.26 "," 166,775,674.76 "," 27,942,858.81 "," 72,271,753.15 "," 100,214,611.96 "," 65,829,481.21 "," 76,887,930.51 "," 37,475,354.39 "," 15,284,880.69 "," 11,705,039.69 "," 26,989,920.38 "," 3,266,513.48 "," 13,587,977.34 "," 16,854,490.83 "," 9,758,996.75 "," 27,124,464.89 "," 16,478,787.07 "," 495,063,418.15 "," 39,392,751.50 "," 534,456,169.64 "," 41,028,202.42 "," 493,427,967.23 "," 211,779,917.29 "," 131,957,337.60 "," 132,404,274.75 "," 4,920,860.76 "," 137,325,135.52 "," 123,646,527.84 "," 13,678,607.68 "," 11,504,138.15 "," 16,329,433.94 "," 1,409,751,255.29 "," 781,386,948.84 "," 627,254,906.94 "," 499,228,488.57 "," 352,247,379.77 "
61,Jan-21,2021,1,1,January," 481,100,151.95 "," 65,818,001.09 "," 546,918,153.04 "," 60,739,099.73 "," 439,498,976.13 "," 500,238,075.86 "," 46,678,692.08 "," 19,090,031.19 "," 13,701,090.96 "," 82,402,301.96 "," 89,296,752.88 "," 171,699,054.85 "," 28,423,840.78 "," 75,812,588.48 "," 104,236,429.26 "," 66,732,112.69 "," 8,246,911.64 "," 2,222,068.41 "," 15,247,899.86 "," 13,505,941.67 "," 28,753,841.53 "," 3,223,750.21 "," 15,408,559.64 "," 18,632,309.85 "," 9,745,098.88 "," 3,009,164.13 "," 664,226.56 "," 492,047,603.51 "," 48,518,732.63 "," 540,566,336.13 "," 41,760,180.75 "," 498,806,155.38 "," 16,746,240.91 "," 9,372,459.75 "," 131,605,816.08 "," 4,665,376.64 "," 136,271,192.71 "," 124,571,575.53 "," 11,699,617.18 "," 951,975.35 "," 1,946,969.96 "," 1,424,208,578.27 "," 789,438,571.25 "," 633,661,676.22 "," 48,044,323.23 "," 27,906,815.65 "
62,Feb-21,2021,1,2,February," 491,332,795.79 "," 63,051,410.93 "," 554,384,206.73 "," 58,450,574.93 "," 446,673,224.01 "," 505,123,798.94 "," 49,259,022.69 "," 34,608,293.89 "," 25,897,797.40 "," 84,026,369.82 "," 93,442,154.69 "," 177,468,524.52 "," 28,868,735.65 "," 77,090,963.49 "," 105,959,699.14 "," 70,780,265.75 "," 13,667,936.30 "," 4,539,325.55 "," 15,349,686.53 "," 14,253,533.08 "," 29,603,219.62 "," 3,580,467.62 "," 15,902,458.68 "," 19,482,926.30 "," 9,743,860.52 "," 4,920,293.57 "," 1,431,451.91 "," 497,923,615.27 "," 54,596,750.60 "," 552,520,365.87 "," 44,043,189.75 "," 508,477,176.12 "," 34,556,597.71 "," 19,004,251.19 "," 131,291,259.61 "," 4,987,626.50 "," 136,278,886.11 "," 124,352,378.69 "," 11,926,507.43 "," 1,873,953.06 "," 3,274,394.00 "," 1,450,255,202.84 "," 798,961,992.82 "," 650,186,832.50 "," 89,627,074.53 "," 54,147,220.04 "
63,Mar-21,2021,1,3,March," 487,169,110.88 "," 62,462,443.09 "," 549,631,553.97 "," 54,262,502.24 "," 441,806,666.47 "," 496,069,168.71 "," 53,561,000.16 "," 50,868,925.32 "," 38,557,523.85 "," 83,602,817.12 "," 95,982,625.77 "," 179,585,442.89 "," 29,802,414.18 "," 78,613,818.26 "," 108,416,232.44 "," 70,444,010.45 "," 20,729,635.96 "," 6,895,328.34 "," 15,460,493.54 "," 14,627,632.29 "," 30,088,125.83 "," 3,802,194.10 "," 16,273,125.44 "," 20,075,319.54 "," 9,636,373.48 "," 6,968,984.93 "," 2,408,318.82 "," 499,034,634.80 "," 57,998,716.83 "," 557,033,351.64 "," 44,682,246.17 "," 512,351,105.47 "," 53,198,177.15 "," 29,589,516.07 "," 129,704,878.39 "," 4,808,430.55 "," 134,513,308.93 "," 123,843,631.59 "," 10,669,677.35 "," 2,826,072.45 "," 4,684,844.73 "," 1,450,851,783.26 "," 793,086,598.44 "," 656,662,166.91 "," 134,591,795.82 "," 82,135,531.80 "
64,Apr-21,2021,2,4,April," 490,211,677.98 "," 61,868,351.81 "," 552,080,029.80 "," 49,368,533.25 "," 447,381,473.37 "," 496,750,006.62 "," 55,328,638.10 "," 65,102,436.46 "," 49,487,470.78 "," 82,786,751.74 "," 95,821,221.86 "," 178,607,973.60 "," 29,294,606.75 "," 79,098,913.95 "," 108,393,520.70 "," 69,490,752.91 "," 26,775,752.62 "," 9,362,700.77 "," 15,432,703.49 "," 13,488,378.63 "," 28,921,082.12 "," 3,583,454.39 "," 15,332,141.29 "," 18,915,595.68 "," 9,629,053.63 "," 9,109,562.57 "," 3,301,322.67 "," 503,677,587.78 "," 63,283,871.73 "," 566,961,459.51 "," 45,594,511.36 "," 521,366,948.15 "," 71,230,167.65 "," 40,301,511.54 "," 129,277,094.30 "," 4,655,550.91 "," 133,932,645.21 "," 124,366,051.58 "," 9,566,593.63 "," 3,758,048.88 "," 6,238,252.56 "," 1,460,503,190.23 "," 794,019,685.94 "," 665,381,986.42 "," 175,975,968.18 "," 108,691,258.33 "
65,May-21,2021,2,5,May," 489,023,727.20 "," 62,805,776.52 "," 551,829,503.72 "," 44,956,149.99 "," 450,106,333.09 "," 495,062,483.08 "," 56,765,635.56 "," 72,938,627.66 "," 55,408,908.40 "," 82,931,949.30 "," 95,211,971.89 "," 178,143,921.19 "," 28,281,312.40 "," 79,265,056.72 "," 107,546,369.11 "," 69,875,352.10 "," 30,635,099.79 "," 10,843,152.67 "," 15,718,883.48 "," 14,447,832.63 "," 30,166,716.11 "," 3,701,852.89 "," 16,488,008.33 "," 20,189,861.22 "," 9,600,422.09 "," 9,979,004.87 "," 3,887,261.63 "," 509,932,104.23 "," 67,467,974.47 "," 577,400,078.70 "," 43,486,880.50 "," 533,913,198.20 "," 90,233,861.70 "," 50,129,957.15 "," 129,931,957.29 "," 4,451,885.23 "," 134,383,842.51 "," 124,931,322.35 "," 9,452,520.16 "," 4,675,205.34 "," 7,536,321.64 "," 1,471,924,062.24 "," 791,216,916.27 "," 679,607,128.10 "," 208,461,799.35 "," 127,805,601.49 "
66,Jun-21,2021,2,6,June," 492,346,600.58 "," 63,051,770.43 "," 555,398,371.01 "," 41,119,244.78 "," 447,786,908.88 "," 488,906,153.66 "," 66,490,832.25 "," 94,015,759.99 "," 73,746,395.82 "," 84,542,773.30 "," 98,905,894.01 "," 183,448,667.31 "," 30,292,711.96 "," 85,033,512.04 "," 115,326,224.01 "," 67,411,743.30 "," 38,540,935.27 "," 13,690,509.97 "," 16,850,308.51 "," 12,800,912.50 "," 29,651,221.01 "," 3,852,922.00 "," 14,988,001.84 "," 18,840,923.84 "," 9,503,864.38 "," 11,941,969.94 "," 5,159,774.70 "," 511,672,422.52 "," 66,378,574.27 "," 578,050,996.79 "," 43,272,246.84 "," 534,778,749.95 "," 108,584,064.10 "," 62,164,911.21 "," 128,888,597.32 "," 4,543,483.70 "," 133,432,081.01 "," 124,630,722.62 "," 8,801,358.40 "," 5,651,593.69 "," 8,965,748.64 "," 1,479,981,337.13 "," 790,976,270.96 "," 686,986,548.27 "," 258,734,322.99 "," 163,727,340.34 "
67,Jul-21,2021,3,7,July," 490,812,880.27 "," 65,042,184.98 "," 555,855,065.26 "," 41,606,358.73 "," 449,483,743.90 "," 491,090,102.62 "," 64,763,577.55 "," 107,609,161.49 "," 85,250,719.40 "," 86,209,994.51 "," 98,608,306.21 "," 184,818,300.72 "," 30,628,371.58 "," 85,594,829.79 "," 116,223,201.37 "," 67,875,399.38 "," 44,565,467.56 "," 16,694,603.12 "," 16,730,415.05 "," 12,447,389.71 "," 29,177,804.75 "," 3,608,918.79 "," 14,801,869.61 "," 18,410,788.40 "," 9,650,583.55 "," 13,492,536.33 "," 6,148,820.73 "," 514,790,757.31 "," 71,094,470.15 "," 585,885,227.46 "," 42,028,167.75 "," 543,857,055.70 "," 127,355,498.08 "," 73,004,694.45 "," 130,308,911.97 "," 5,936,727.18 "," 136,245,639.14 "," 126,364,874.71 "," 9,880,764.44 "," 6,578,474.76 "," 10,299,241.06 "," 1,491,982,037.33 "," 794,117,134.84 "," 696,027,380.62 "," 299,601,138.22 "," 191,398,078.75 "
68,Aug-21,2021,3,8,August," 496,398,091.17 "," 64,529,990.56 "," 560,928,081.72 "," 43,031,494.08 "," 453,622,129.24 "," 496,653,623.32 "," 64,273,073.32 "," 121,175,375.13 "," 97,959,101.20 "," 86,612,481.12 "," 97,161,964.58 "," 183,774,445.70 "," 29,408,637.02 "," 85,619,812.33 "," 115,028,449.35 "," 68,046,296.34 "," 50,161,226.09 "," 19,448,529.00 "," 16,832,083.88 "," 13,364,834.43 "," 30,196,918.31 "," 3,584,532.47 "," 16,525,012.46 "," 20,109,544.93 "," 8,780,940.58 "," 15,184,655.84 "," 7,119,038.63 "," 525,467,354.74 "," 77,640,830.37 "," 603,108,185.12 "," 43,802,990.37 "," 559,305,194.74 "," 146,771,739.44 "," 83,370,164.65 "," 131,356,752.39 "," 6,026,819.18 "," 137,383,571.57 "," 127,434,243.13 "," 9,949,328.44 "," 7,555,540.36 "," 11,867,972.39 "," 1,515,391,202.41 "," 803,028,851.09 "," 710,354,833.43 "," 340,848,536.86 "," 219,764,805.86 "
69,Sep-21,2021,3,9,September," 494,173,809.58 "," 64,575,465.63 "," 558,749,275.20 "," 47,291,022.82 "," 461,731,847.57 "," 509,022,870.39 "," 49,725,019.69 "," 136,258,340.54 "," 117,449,771.01 "," 87,069,317.69 "," 96,163,212.91 "," 183,232,530.60 "," 28,423,964.92 "," 86,072,424.28 "," 114,496,389.20 "," 68,016,441.40 "," 55,848,573.83 "," 21,956,567.04 "," 16,796,136.83 "," 13,686,246.48 "," 30,482,383.30 "," 3,489,226.14 "," 16,916,546.64 "," 20,405,772.78 "," 8,770,177.71 "," 16,553,355.99 "," 7,784,491.71 "," 533,452,162.35 "," 81,090,293.38 "," 614,542,455.74 "," 42,072,555.30 "," 572,469,900.44 "," 165,711,394.51 "," 94,880,822.33 "," 131,793,193.85 "," 6,368,412.77 "," 138,161,606.62 "," 124,452,157.78 "," 13,709,448.84 "," 8,564,608.02 "," 13,761,950.58 "," 1,525,168,251.47 "," 810,449,745.46 "," 712,690,988.09 "," 382,936,272.89 "," 255,833,602.67 "
70,Oct-21,2021,4,10,October," 503,471,665.82 "," 66,656,630.78 "," 570,128,296.60 "," 48,399,029.13 "," 467,934,674.89 "," 516,333,704.02 "," 53,793,207.49 "," 150,360,583.82 "," 128,979,641.67 "," 87,281,137.68 "," 95,272,766.98 "," 182,553,904.67 "," 29,743,870.25 "," 83,432,490.72 "," 113,176,360.96 "," 68,677,843.69 "," 61,980,112.50 "," 24,654,835.77 "," 17,273,196.37 "," 13,306,925.50 "," 30,580,121.87 "," 3,461,185.32 "," 17,304,626.65 "," 20,765,811.98 "," 8,417,877.09 "," 19,281,027.49 "," 9,294,656.28 "," 548,898,572.46 "," 84,933,411.93 "," 633,831,984.39 "," 44,115,280.51 "," 589,716,703.88 "," 184,805,200.12 "," 106,926,466.85 "," 133,338,025.53 "," 6,216,515.47 "," 139,554,541.00 "," 125,059,785.51 "," 14,494,755.49 "," 9,525,677.98 "," 15,239,909.81 "," 1,556,648,848.53 "," 819,450,942.98 "," 735,100,387.64 "," 425,952,601.91 "," 285,095,510.37 "
71,Nov-21,2021,4,11,November," 498,846,374.46 "," 68,060,025.06 "," 566,906,399.52 "," 50,225,466.14 "," 463,019,980.51 "," 513,245,446.65 "," 53,659,567.76 "," 166,645,395.98 "," 144,998,767.45 "," 88,038,469.83 "," 93,919,668.61 "," 181,958,138.44 "," 28,655,296.93 "," 85,696,844.54 "," 114,352,141.47 "," 66,906,296.95 "," 69,386,089.48 "," 28,948,344.39 "," 17,472,428.37 "," 12,915,651.07 "," 30,388,079.45 "," 3,397,487.05 "," 17,862,814.21 "," 21,260,301.27 "," 7,731,345.37 "," 21,685,999.41 "," 10,508,546.92 "," 552,513,978.59 "," 86,387,611.75 "," 638,901,590.34 "," 44,927,921.82 "," 593,973,668.52 "," 203,517,604.47 "," 119,902,202.61 "," 134,511,034.58 "," 5,513,152.84 "," 140,024,187.41 "," 125,916,322.93 "," 14,107,864.48 "," 10,567,504.93 "," 16,836,868.45 "," 1,558,178,395.15 "," 819,702,134.14 "," 736,378,743.09 "," 471,802,594.26 "," 321,194,729.83 "
72,Dec-21,2021,4,12,December," 518,301,320.04 "," 71,506,468.42 "," 589,807,788.45 "," 49,079,930.88 "," 484,858,860.10 "," 533,938,790.98 "," 55,867,612.40 "," 184,324,033.10 "," 159,684,405.28 "," 87,262,897.25 "," 95,432,659.94 "," 182,695,557.19 "," 30,284,749.47 "," 83,945,886.52 "," 114,230,635.99 "," 67,740,221.19 "," 76,872,491.85 "," 32,359,211.99 "," 17,196,419.33 "," 12,513,468.34 "," 29,709,887.67 "," 3,346,188.28 "," 17,492,491.84 "," 20,838,680.12 "," 7,474,774.74 "," 23,224,017.39 "," 12,669,486.58 "," 565,577,922.30 "," 85,867,558.03 "," 651,445,480.33 "," 45,658,588.48 "," 605,786,891.85 "," 223,952,293.34 "," 133,112,100.05 "," 131,541,550.92 "," 5,516,024.88 "," 137,057,575.80 "," 118,727,706.62 "," 18,329,869.18 "," 11,650,072.34 "," 18,307,385.94 "," 1,590,716,289.44 "," 833,394,402.19 "," 755,199,369.36 "," 520,022,908.01 "," 356,132,589.85 "
73,Jan-22,2022,1,1,January," 516,688,759.35 "," 70,008,842.17 "," 586,697,601.53 "," 49,552,930.91 "," 460,646,918.96 "," 510,199,849.88 "," 76,496,366.52 "," 15,094,047.92 "," 12,575,398.38 "," 88,725,783.81 "," 100,637,855.71 "," 189,363,639.52 "," 30,959,579.60 "," 89,103,926.78 "," 120,063,506.38 "," 68,575,433.13 "," 9,700,002.84 "," 2,734,860.09 "," 17,429,079.76 "," 13,586,617.73 "," 31,015,697.49 "," 3,631,532.39 "," 18,432,531.66 "," 22,064,064.05 "," 7,558,584.17 "," 2,083,048.60 "," 789,276.76 "," 567,687,156.39 "," 92,825,991.71 "," 660,513,148.10 "," 46,836,007.00 "," 613,677,141.09 "," 17,692,335.14 "," 12,198,751.29 "," 130,332,197.99 "," 6,154,828.40 "," 136,487,026.39 "," 119,440,694.37 "," 17,046,332.02 "," 954,856.95 "," 1,854,886.32 "," 1,604,077,113.02 "," 818,604,121.68 "," 783,353,856.93 "," 45,524,291.45 "," 30,153,172.83 "
74,Feb-22,2022,1,2,February," 520,347,109.57 "," 68,534,451.10 "," 588,881,560.67 "," 50,550,215.40 "," 462,385,114.69 "," 512,935,330.09 "," 75,944,845.49 "," 26,982,276.90 "," 24,769,819.35 "," 89,491,857.77 "," 101,699,139.46 "," 191,190,997.24 "," 33,070,236.94 "," 88,090,077.93 "," 121,160,314.87 "," 69,298,634.73 "," 14,528,472.20 "," 5,397,575.74 "," 17,476,692.22 "," 13,995,291.97 "," 31,471,984.19 "," 3,934,666.15 "," 18,623,584.77 "," 22,558,250.93 "," 7,520,683.98 "," 3,404,561.95 "," 1,581,210.80 "," 578,407,781.34 "," 94,223,592.00 "," 672,631,373.34 "," 48,114,258.44 "," 624,517,114.90 "," 35,365,485.18 "," 24,747,032.08 "," 131,394,765.12 "," 10,878,047.30 "," 142,272,812.42 "," 119,677,892.72 "," 22,594,919.70 "," 6,403,900.77 "," 3,164,139.70 "," 1,626,448,727.85 "," 824,446,047.05 "," 799,876,198.80 "," 86,684,697.01 "," 59,659,777.68 "
75,Mar-22,2022,1,3,March," 521,284,847.74 "," 70,200,750.11 "," 591,485,597.85 "," 49,907,710.64 "," 465,101,296.87 "," 515,009,007.52 "," 76,475,205.23 "," 43,679,459.56 "," 40,134,609.95 "," 90,094,865.18 "," 101,555,070.03 "," 191,649,935.21 "," 33,225,542.65 "," 87,927,731.36 "," 121,153,274.01 "," 69,764,631.85 "," 22,292,411.31 "," 9,059,195.28 "," 17,297,361.95 "," 14,196,075.97 "," 31,493,437.92 "," 3,955,852.88 "," 18,613,438.61 "," 22,569,291.49 "," 7,531,097.14 "," 6,454,174.31 "," 2,557,824.68 "," 585,594,999.24 "," 95,471,267.67 "," 681,066,266.91 "," 44,649,346.21 "," 636,416,920.70 "," 54,028,730.37 "," 38,529,561.41 "," 131,302,220.25 "," 10,678,095.59 "," 141,980,315.85 "," 120,670,252.50 "," 21,310,063.35 "," 7,374,538.60 "," 4,739,635.48 "," 1,637,675,553.73 "," 824,051,171.73 "," 811,497,918.28 "," 133,829,314.15 "," 95,020,826.79 "
76,Apr-22,2022,2,4,April," 532,377,440.85 "," 70,860,242.94 "," 603,237,683.78 "," 51,426,762.44 "," 465,810,762.23 "," 517,237,524.67 "," 85,998,774.02 "," 56,864,143.50 "," 52,810,505.65 "," 89,188,793.08 "," 101,531,967.24 "," 190,720,760.32 "," 34,395,829.59 "," 86,333,416.82 "," 120,729,246.41 "," 69,259,592.35 "," 28,600,652.54 "," 12,201,584.33 "," 17,560,862.75 "," 14,394,856.55 "," 31,955,719.30 "," 3,877,268.62 "," 19,173,753.45 "," 23,051,022.07 "," 7,379,802.92 "," 8,741,045.62 "," 3,887,106.67 "," 597,034,069.62 "," 98,750,398.98 "," 695,784,468.60 "," 49,553,002.37 "," 646,231,466.23 "," 72,961,481.59 "," 51,797,563.28 "," 130,208,868.67 "," 11,560,841.11 "," 141,769,709.77 "," 120,494,302.60 "," 21,275,407.17 "," 8,309,812.24 "," 6,239,222.82 "," 1,663,468,341.78 "," 831,065,098.11 "," 830,145,042.70 "," 175,477,135.48 "," 126,935,982.75 "
77,May-22,2022,2,5,May," 526,361,748.52 "," 69,647,434.76 "," 596,009,183.28 "," 50,572,554.70 "," 462,775,355.09 "," 513,347,909.80 "," 82,659,888.38 "," 69,943,033.72 "," 63,201,792.07 "," 89,275,636.74 "," 100,462,706.88 "," 189,738,343.62 "," 33,365,979.08 "," 86,365,196.57 "," 119,731,175.66 "," 69,275,115.89 "," 36,007,741.61 "," 14,290,567.14 "," 17,596,432.86 "," 14,931,084.96 "," 32,527,517.82 "," 4,272,914.48 "," 19,537,129.54 "," 23,810,044.02 "," 7,194,271.24 "," 10,747,407.79 "," 5,050,012.26 "," 603,500,707.20 "," 101,951,261.92 "," 705,451,969.12 "," 51,494,871.26 "," 653,957,097.87 "," 91,804,689.40 "," 62,419,345.91 "," 129,909,845.43 "," 11,203,201.01 "," 141,113,046.44 "," 120,317,162.98 "," 20,795,883.46 "," 9,227,815.83 "," 7,707,940.07 "," 1,664,840,060.27 "," 828,701,163.71 "," 833,882,256.83 "," 217,730,688.36 "," 152,669,657.46 "
78,Jun-22,2022,2,6,June," 520,686,815.88 "," 78,800,450.28 "," 599,487,266.16 "," 57,231,639.92 "," 448,842,569.41 "," 506,074,209.33 "," 93,411,671.72 "," 85,104,679.36 "," 76,962,937.54 "," 90,002,881.56 "," 106,616,361.45 "," 196,619,243.02 "," 34,322,799.54 "," 92,157,380.83 "," 126,480,180.37 "," 69,406,977.61 "," 45,753,701.05 "," 17,670,214.69 "," 17,439,537.51 "," 16,295,344.78 "," 33,734,882.29 "," 4,732,606.52 "," 20,345,834.76 "," 25,078,441.28 "," 7,133,238.45 "," 13,602,637.81 "," 6,528,210.31 "," 602,930,279.56 "," 103,127,287.93 "," 706,057,567.49 "," 53,727,567.35 "," 652,330,000.14 "," 111,284,418.54 "," 75,842,873.98 "," 129,539,496.83 "," 10,322,624.42 "," 139,862,121.25 "," 120,125,406.60 "," 19,736,714.65 "," 10,216,003.55 "," 9,381,693.98 "," 1,675,761,080.21 "," 831,485,804.93 "," 842,018,602.58 "," 265,961,440.31 "," 186,385,930.50 "
79,Jul-22,2022,3,7,July," 526,225,759.05 "," 77,118,581.16 "," 603,344,340.22 "," 53,663,842.05 "," 454,951,095.54 "," 508,614,937.59 "," 94,728,017.53 "," 98,305,669.09 "," 88,755,407.98 "," 90,168,326.15 "," 107,443,728.26 "," 197,612,054.41 "," 34,765,774.41 "," 92,271,779.02 "," 127,037,553.43 "," 69,838,316.54 "," 52,961,358.89 "," 20,730,871.30 "," 17,679,157.11 "," 15,888,834.68 "," 33,567,991.79 "," 3,731,716.72 "," 21,131,275.29 "," 24,862,992.01 "," 7,181,797.22 "," 15,030,643.46 "," 7,547,954.75 "," 609,236,845.31 "," 107,947,914.48 "," 717,184,759.79 "," 54,427,622.36 "," 662,757,137.43 "," 130,621,844.36 "," 89,685,739.44 "," 129,881,719.38 "," 10,484,750.13 "," 140,366,469.51 "," 119,614,621.70 "," 20,751,847.81 "," 11,215,324.99 "," 10,998,891.17 "," 1,692,075,615.72 "," 834,557,727.10 "," 855,257,116.53 "," 308,134,840.78 "," 217,718,864.66 "
